iter	Logloss
0	0.6902986273
1	0.6882241514
2	0.6863742656
3	0.6849144485
4	0.6827678976
5	0.6814946374
6	0.6792592979
7	0.6769549775
8	0.6749931546
9	0.6733715274
10	0.6726689591
11	0.6714244081
12	0.6702752651
13	0.6692451805
14	0.6683711188
15	0.6675791397
16	0.6661410363
17	0.6650593184
18	0.6640526701
19	0.6631659741
20	0.6624940493
21	0.6617115255
22	0.6608384853
23	0.6600372222
24	0.6591619007
25	0.6585060324
26	0.6574129239
27	0.6567856081
28	0.6559505273
29	0.6549302354
30	0.6542333896
31	0.6532265609
32	0.652251856
33	0.6516423943
34	0.6509612767
35	0.6502705269
36	0.6492120435
37	0.6483990681
38	0.6478735699
39	0.6476116705
40	0.646972086
41	0.6465552693
42	0.6462487111
43	0.6458222123
44	0.6453591966
45	0.6447163177
46	0.6441250253
47	0.6439025043
48	0.6435672148
49	0.6429977123
50	0.6425174878
51	0.6420765257
52	0.6417570015
53	0.6412633596
54	0.6409134087
55	0.6405527647
56	0.6402672835
57	0.6397160013
58	0.6394116456
59	0.6389655141
60	0.6386882137
61	0.6382233221
62	0.6378284767
63	0.6374051795
64	0.6369988476
65	0.6366203465
66	0.6362827141
67	0.63590656
68	0.6354565453
69	0.6353154831
70	0.6350411397
71	0.63485944
72	0.6345795307
73	0.6342521044
74	0.6339167777
75	0.6334528057
76	0.6331541287
77	0.6328476685
78	0.6325829767
79	0.63233402
80	0.6319561282
81	0.6317093361
82	0.631362469
83	0.6310714519
84	0.6306752615
85	0.6304417117
86	0.6300724983
87	0.6297787414
88	0.6295905208
89	0.629362931
90	0.6291128534
91	0.6287947747
92	0.6285258979
93	0.628272948
94	0.6280021228
95	0.6277645237
96	0.6274577972
97	0.6272278894
98	0.6269988708
99	0.6267008679
100	0.6263728555
101	0.6261414882
102	0.6258674165
103	0.6256127784
104	0.6254042741
105	0.6251668242
106	0.6249431462
107	0.6246000587
108	0.6243236554
109	0.6241093521
110	0.6238188749
111	0.623538657
112	0.6233118233
113	0.6231000684
114	0.6229006365
115	0.6226191146
116	0.6223208035
117	0.6220269951
118	0.6218249803
119	0.6214657642
120	0.6212130615
121	0.6209947812
122	0.6207560116
123	0.6205637588
124	0.620363898
125	0.6201860735
126	0.6198904545
127	0.6196546825
128	0.6194917823
129	0.619241995
130	0.6189666304
131	0.6187943584
132	0.6185788768
133	0.6183325788
134	0.6181232437
135	0.6180044634
136	0.6177893554
137	0.6175723165
138	0.6173869914
139	0.6171740254
140	0.6169604288
141	0.6167368499
142	0.6165361967
143	0.6162963923
144	0.6161153151
145	0.6158188924
146	0.6156095571
147	0.6154506277
148	0.6153202655
149	0.6150552286
